"","id","BARRIO","COMUNA","PERIMETRO","AREA","sucursalTipo","direccion","banderaId","sucursalNombre","comercioId","sucursalId","cadena","nombre"
"35.5","19-1-00044","VILLA RIACHUELO",8,10597.2528090063,4232873.69918292,"Estacion Servicio","Av. Cnel. Roca Y Escalada 4550",1,"ACA AUTODROMO",19,"00044","YPF","YPF"
"36","15-1-5165","VILLA SOLDATI",8,12534.571860035,8663594.54931328,"Autoservicio","Fernandez De La Cruz 2464",1,"5165 - Pompeya",15,"5165","Dia","Dia"
"36.1","15-1-5251","VILLA SOLDATI",8,12534.571860035,8663594.54931328,"Autoservicio","Gral Francisco Fernandez De La Cruz 3035",1,"5251 - Villa Soldati",15,"5251","Dia","Dia"
"36.2","15-1-356","VILLA SOLDATI",8,12534.571860035,8663594.54931328,"Autoservicio","Av Francisco Fernandez De La Cruz 3596",1,"356 - Villa Soldati",15,"356","Dia","Dia"
"36.3","15-1-75","VILLA SOLDATI",8,12534.571860035,8663594.54931328,"Autoservicio","Cl Mariano Acosta 3552",1,"75 - Villa Soldati",15,"75","Dia","Dia"
"36.4","15-1-377","VILLA SOLDATI",8,12534.571860035,8663594.54931328,"Autoservicio","Av Intendente Francisco Rabanal 2261",1,"377 - Villa Soldati",15,"377","Dia","Dia"
"37","19-1-02907","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Estacion Servicio","Av. De Los Constituyentes 6070",1,"WALL MART CONSTITUYENTES",19,"02907","YPF","YPF"
"37.1","11-5-2997","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Hipermercado","Av. De Los Constituyentes 6020",5,"Grafa",11,"2997","Walmart","Walmart"
"37.2","15-1-364","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Autoservicio","Av De Los Constituyentes 6047",1,"364 - Villa Urquiza",15,"364","Dia","Dia"
"37.3","15-1-5209","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Autoservicio","Nazca 5832",1,"5209 - Villa Pueyrredon",15,"5209","Dia","Dia"
"37.4","15-1-245","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Autoservicio","Cl Gral J. G. Artigas 5467",1,"245 - Villa Pueyrredon",15,"245","Dia","Dia"
"37.5","15-1-460","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Autoservicio","Av De Los Constituyentes 5380",1,"460 - Villa Pueyrredon",15,"460","Dia","Dia"
"37.6","23-1-6215","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Estacion Servicio","Av. Mosconi 2500",1,"America",23,"6215","Axion Energy","Axion Energy"
"37.7","15-1-31","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Autoservicio","Cl Artigas 4746",1,"31 - Villa Pueyrredon",15,"31","Dia","Dia"
"37.8","15-1-5252","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Autoservicio","Av Mosconi 3073",1,"5252 - Villa Pueyrredon",15,"5252","Dia","Dia"
"37.9","10-2-258","VILLA PUEYRREDON",12,7522.36038242715,3303239.50935991,"Supermercado","Av. Mosconi 2861",2,"Villa Pueyrredon",10,"258","Carrefour","Carrefour Market"
"38","15-1-296","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Av San Martin 6948",1,"296 - Villa Devoto",15,"296","Dia","Dia"
"38.1","9-1-973","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Supermercado","Avenida San Martin 6795",1,"Av. San Martín 6795",9,"973","Jumbo","Vea"
"38.2","10-3-685","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Pareja 4890",3,"Pareja 4890",10,"685","Carrefour","Carrefour Express"
"38.3","3-1-36","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Estacion Servicio","Av. Lincoln 3999",1,"LINCOLN Y NUEVA YORK",3,"36","Shell","Shell"
"38.4","10-3-310","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Chivilicoy 3840",3,"Chivilicoy 3840",10,"310","Carrefour","Carrefour Express"
"38.5","10-3-586","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Av. San Martín 5930",3,"San Martín 5930",10,"586","Carrefour","Carrefour Express"
"38.6","9-2-237","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Supermercado","Avenida Beiro Francisco 3560",2,"Beiró.",9,"237","Jumbo","Disco"
"38.7","15-1-5211","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Beiro 4911",1,"5211 - Villa Devoto",15,"5211","Dia","Dia"
"38.8","10-2-515","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Supermercado","Av. Fco. Beiró 5204",2,"Devoto",10,"515","Carrefour","Carrefour Market"
"38.9","15-1-5288","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Av Francisco Beiro 4567",1,"5288 - Villa Devoto",15,"5288","Dia","Dia"
"38.10","15-1-5221","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Beiro 3679",1,"5221 - Villa Devoto",15,"5221","Dia","Dia"
"38.11","12-1-52","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Supermercado","Sanabria 3320",1,"SANABRIA ",12,"52","Coto","Coto"
"38.12","10-1-214","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Hipermercado","José Pedro Varela 4750",1,"Villa Devoto",10,"214","Carrefour","Hipermercado Carrefour"
"38.13","15-1-223","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Cl Sanabria 2930",1,"223 - Villa Devoto",15,"223","Dia","Dia"
"38.14","12-1-35","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Supermercado","Av. Lope De Vega 2503",1,"LOPEZ DE VEGA ",12,"35","Coto","Coto"
"38.15","10-3-597","VILLA DEVOTO",11,11562.0068000197,6404480.85370878,"Autoservicio","Sanabria 2733",3,"Sanabria 2733",10,"597","Carrefour","Carrefour Express"
"39","10-3-553","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Cuzco 135",3,"Cuzco 135",10,"553","Carrefour","Carrefour Express"
"39.1","15-1-21","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Cl Jose Leon Suarez 30",1,"21 - Liniers",15,"21","Dia","Dia"
"39.2","15-1-348","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Av  General Paz 674",1,"348 - Liniers",15,"348","Dia","Dia"
"39.3","10-3-727","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Montiel 168",3,"Montiel 168",10,"727","Carrefour","Carrefour Express"
"39.4","10-3-595","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Cosquín 78",3,"Cosquín 78-80",10,"595","Carrefour","Carrefour Express"
"39.5","10-3-726","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Av. Lisandro De Latorre 199",3,"Lisandro de Latorre 199",10,"726","Carrefour","Carrefour Express"
"39.6","15-1-238","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Av Rivadavia 872",1,"238 - Liniers",15,"238","Dia","Dia"
"39.7","15-1-505","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Av Rivadavia 10536",1,"505 - Liniers",15,"505","Dia","Dia"
"39.8","10-3-658","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Av. Larrazábal 265",3,"Larrazábal 265",10,"658","Carrefour","Carrefour Express"
"39.9","10-3-625","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Montiel 1061",3,"Montiel 1061",10,"625","Carrefour","Carrefour Express"
"39.10","10-3-733","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Av. Lisandro De Latorre 790",3,"Lisandro de Latorre 790",10,"733","Carrefour","Carrefour Express"
"39.11","15-1-411","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Patron 6273",1,"411 - Liniers",15,"411","Dia","Dia"
"39.12","12-1-39","LINIERS",9,9256.92732128621,4374418.7367673,"Supermercado","Av. Emilio Castro 7661",1,"EMILIO CASTRO ",12,"39","Coto","Coto"
"39.13","15-1-45","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Cl Lisandro De La Torre 1151",1,"45 - Liniers",15,"45","Dia","Dia"
"39.14","23-1-6287","LINIERS",9,9256.92732128621,4374418.7367673,"Estacion Servicio","Emilio Castro 6512",1,"Emilio Castro",23,"6287","Axion Energy","Axion Energy"
"39.15","10-3-649","LINIERS",9,9256.92732128621,4374418.7367673,"Autoservicio","Av. Emilio Castro 6817",3,"Emilio Castro 6817",10,"649","Carrefour","Carrefour Express"
"40","10-3-678","VERSALLES",10,5650.46628643252,1406833.59580169,"Autoservicio","Arregui 6369",3,"Arregui 6369",10,"678","Carrefour","Carrefour Express"
"40.1","10-1-5","VERSALLES",10,5650.46628643252,1406833.59580169,"Hipermercado","Av. Álvarez Jonte 6383",1,"Vélez Sarsfield",10,"5","Carrefour","Hipermercado Carrefour"
"41","10-3-668","PUERTO MADERO",1,17782.044105354,5027424.89718009,"Autoservicio","Juana Manso 199",3,"Juana Manso 199",10,"668","Carrefour","Carrefour Express"
"41.1","15-1-484","PUERTO MADERO",1,17782.044105354,5027424.89718009,"Autoservicio","Juana Manso 530",1,"484 - Puerto Madero",15,"484","Dia","Dia"
"41.2","10-3-544","PUERTO MADERO",1,17782.044105354,5027424.89718009,"Autoservicio","Juana Manso 550",3,"Juana Manso 550",10,"544","Carrefour","Carrefour Express"
"41.3","9-3-5213","PUERTO MADERO",1,17782.044105354,5027424.89718009,"Hipermercado","E.R. Dellpiane E/ Lanteri Y Peñaloz 0",3,"Jumbo Madero Harbour",9,"5213","Jumbo","Jumbo"
"42","10-3-654","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Hipólito Yrigoyen 1790",3,"Hipolito Irigoyen 1790",10,"654","Carrefour","Carrefour Express"
"42.1","15-1-439","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Av De Mayo 1431",1,"439 - Monserrat",15,"439","Dia","Dia"
"42.2","15-1-5184","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Rivadavia 1177",1,"5184 - San Nicolas",15,"5184","Dia","Dia"
"42.3","10-3-583","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Av. De Mayo 1241",3,"Av. de Mayo 1241",10,"583","Carrefour","Carrefour Express"
"42.4","10-3-634","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Moreno 1401",3,"Moreno 1401",10,"634","Carrefour","Carrefour Express"
"42.5","10-3-488","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Av. Belgrano 1562",3,"Av. Belgrano 1562",10,"488","Carrefour","Carrefour Express"
"42.6","10-3-571","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Tacuarí 89",3,"Tacuarí 89",10,"571","Carrefour","Carrefour Express"
"42.7","10-3-684","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","México 1530",3,"México 1530",10,"684","Carrefour","Carrefour Express"
"42.8","15-1-493","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Lima 277",1,"493 - Monserrat",15,"493","Dia","Dia"
"42.9","15-1-470","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Av Rivadavia 674",1,"470 - San Nicolas",15,"470","Dia","Dia"
"42.10","10-2-386","MONSERRAT",1,6739.22229846068,2198621.94184,"Supermercado","Av. Belgrano 1160",2,"Monserrat",10,"386","Carrefour","Carrefour Market"
"42.11","10-3-663","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Alsina 725",3,"Alsina 725",10,"663","Carrefour","Carrefour Express"
"42.12","15-1-5213","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Chile 1347",1,"5213 - Montserrat",15,"5213","Dia","Dia"
"42.13","10-3-291","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Piedras 383",3,"Piedras 383",10,"291","Carrefour","Carrefour Express"
"42.14","10-3-633","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Bolívar 270",3,"Bolívar 270",10,"633","Carrefour","Carrefour Express"
"42.15","10-3-589","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Perú 487",3,"Perú 487",10,"589","Carrefour","Carrefour Express"
"42.16","15-1-421","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Peru 486",1,"421 - Monserrat",15,"421","Dia","Dia"
"42.17","15-1-512","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Chacabuco 685",1,"512 - Montserrat",15,"512","Dia","Dia"
"42.18","10-3-676","MONSERRAT",1,6739.22229846068,2198621.94184,"Autoservicio","Chile 701",3,"Chile 701",10,"676","Carrefour","Carrefour Express"
"43","12-1-58","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Hipermercado","Viamonte 1571",1,"VIAMONTE ",12,"58","Coto","Coto"
"43.1","15-1-474","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Cl Viamonte 1535",1,"474 - San Nicolas",15,"474","Dia","Dia"
"43.2","10-3-329","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Lavalle 1749",3,"Lavalle 1749",10,"329","Carrefour","Carrefour Express"
"43.3","10-3-694","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Tucumán 1541",3,"Tucumán 1541",10,"694","Carrefour","Carrefour Express"
"43.4","10-3-635","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Viamonte 1380",3,"Viamonte 1380",10,"635","Carrefour","Carrefour Express"
"43.5","15-1-519","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Viamonte 1141",1,"519 - San Nicolas",15,"519","Dia","Dia"
"43.6","10-3-357","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Sarmiento 1592",3,"Sarmiento 1592",10,"357","Carrefour","Carrefour Express"
"43.7","15-1-544","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Talcahuano 475",1,"544 - San Nicolas",15,"544","Dia","Dia"
"43.8","10-3-353","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Talcahuano 467",3,"Talcahuano 467",10,"353","Carrefour","Carrefour Express"
"43.9","15-1-1076","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Supermercado","Peron Juan Domingo Tte.Gral. 1653",1,"1076 - San Nicolas",15,"1076","Dia","Dia"
"43.10","10-3-304","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Suipacha 726",3,"Suipacha 726",10,"304","Carrefour","Carrefour Express"
"43.11","15-1-464","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Suipacha 715",1,"464 - San Nicolas",15,"464","Dia","Dia"
"43.12","10-3-560","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Bartolomé Mitre 1751",3,"B. Mitre 1751",10,"560","Carrefour","Carrefour Express"
"43.13","10-3-250","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Supermercado","Carlos Pellegrini 587",3,"Carlos Pellegrini 587",10,"250","Carrefour","Carrefour Express"
"43.14","10-2-189","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Supermercado","Av. Corrientes 1160",2,"Av. Corrientes",10,"189","Carrefour","Carrefour Market"
"43.15","15-1-261","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Cl Sarmierto 1282",1,"261 - San Nicolas",15,"261","Dia","Dia"
"43.16","10-3-682","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Viamonte 702",3,"Viamonte 702",10,"682","Carrefour","Carrefour Express"
"43.17","10-3-338","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Tucumán 831",3,"Tucumán 831",10,"338","Carrefour","Carrefour Express"
"43.18","12-1-159","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Supermercado","Bartolomé Mitre 1558",1,"MITRE ",12,"159","Coto","Coto"
"43.19","10-3-305","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Maipú 556",3,"Maipú 556",10,"305","Carrefour","Carrefour Express"
"43.20","15-1-400","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Maipu 512",1,"400 - San Nicolas",15,"400","Dia","Dia"
"43.21","10-3-375","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Esmeralda 428",3,"Esmeralda 428",10,"375","Carrefour","Carrefour Express"
"43.22","10-3-549","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Suipacha 366",3,"Suipacha 366",10,"549","Carrefour","Carrefour Express"
"43.23","10-3-562","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","San Martín 620",3,"San Martín 620",10,"562","Carrefour","Carrefour Express"
"43.24","10-3-341","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Supermercado","Viamonte 351",3,"Viamonte 351",10,"341","Carrefour","Carrefour Express"
"43.25","15-1-465","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Cl Tucuman 439",1,"465 - San Nicolas",15,"465","Dia","Dia"
"43.26","15-1-454","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Sarmiento 814",1,"454 - San Nicolas",15,"454","Dia","Dia"
"43.27","15-1-425","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Peron Tte. Gral. Juan Domingo 927",1,"425 - San Nicolas",15,"425","Dia","Dia"
"43.28","10-3-656","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Viamonte 170",3,"Viamonte 170",10,"656","Carrefour","Carrefour Express"
"43.29","10-3-655","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Sarmiento 774",3,"Sarmiento 774",10,"655","Carrefour","Carrefour Express"
"43.30","10-3-631","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Lavalle 368",3,"Lavalle 368",10,"631","Carrefour","Carrefour Express"
"43.31","10-3-730","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Esmeralda 151",3,"Esmeralda 151",10,"730","Carrefour","Carrefour Express"
"43.32","10-2-148","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Supermercado","Av. Rivadavia 999",2,"9 de Julio",10,"148","Carrefour","Carrefour Market"
"43.33","10-3-308","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Maipú 171",3,"Maipú 171",10,"308","Carrefour","Carrefour Express"
"43.34","10-3-540","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Av. Leandro N. Alem 432",3,"Leandro Alem 432",10,"540","Carrefour","Carrefour Express"
"43.35","10-3-558","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Sarmiento 345",3,"Sarmiento 345",10,"558","Carrefour","Carrefour Express"
"43.36","10-3-379","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Maipú 26",3,"Maipú 26",10,"379","Carrefour","Carrefour Express"
"43.37","10-3-723","SAN NICOLAS",1,6548.08474138703,2289007.58164466,"Autoservicio","Av. Leandro N. Alem 198",3,"Alem 198",10,"723","Carrefour","Carrefour Express"
"44","3-1-3","BELGRANO",13,21504.1977744729,7932303.07379594,"Estacion Servicio","Av. F.Alcorta 7786",1,"RIVER",3,"3","Shell","Shell"
"44.1","15-1-516","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av Int. Cantilo 0",1,"516 - Belgrano",15,"516","Dia","Dia"
"44.2","10-3-613","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av. Congreso 2774",3,"Av. Congreso 2774",10,"613","Carrefour","Carrefour Express"
"44.3","15-1-393","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av Cramer 2875",1,"393 - Belgrano",15,"393","Dia","Dia"
"44.4","10-3-391","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av. Cabildo 2865",3,"Cabildo 2865",10,"391","Carrefour","Carrefour Express"
"44.5","10-3-335","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Cuba 2776",3,"Cuba 2776",10,"335","Carrefour","Carrefour Express"
"44.6","15-1-509","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av  Del Libertador 6761",1,"509 - Belgrano",15,"509","Dia","Dia"
"44.7","15-1-398","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av Congreso 1802",1,"398 - Belgrano",15,"398","Dia","Dia"
"44.8","10-3-632","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Amenábar 2710",3,"Amenábar 2710",10,"632","Carrefour","Carrefour Express"
"44.9","10-3-739","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Franklin D Roosevelt 3002",3,"Franklin D Roosevelt 3002",10,"739","Carrefour","Carrefour Express"
"44.10","10-3-551","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Monroe 3576",3,"Monroe 3576",10,"551","Carrefour","Carrefour Express"
"44.11","12-1-44","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Av. Monroe 3284",1,"MONROE ",12,"44","Coto","Coto"
"44.12","10-3-311","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Monroe 2771",3,"Monroe 2771",10,"311","Carrefour","Carrefour Express"
"44.13","15-1-413","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av Monroe 2442",1,"413 - Belgrano",15,"413","Dia","Dia"
"44.14","10-3-683","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av. Crámer 2463",3,"Crámer 2463",10,"683","Carrefour","Carrefour Express"
"44.15","15-1-274","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av Monroe 1911",1,"274 - Belgrano",15,"274","Dia","Dia"
"44.16","15-1-487","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Vidal 2463",1,"487 - Belgrano",15,"487","Dia","Dia"
"44.17","10-1-271","BELGRANO",13,21504.1977744729,7932303.07379594,"Hipermercado","Av. Monroe 1655",1,"Belgrano",10,"271","Carrefour","Hipermercado Carrefour"
"44.18","10-3-374","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Dr. Rómulo Naón 2401",3,"Rómulo Naón  2401",10,"374","Carrefour","Carrefour Express"
"44.19","15-1-406","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Av Monroe 1616",1,"406 - Belgrano",15,"406","Dia","Dia"
"44.20","10-2-120","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Av. Cabildo 2441",2,"Belgrano Cabildo",10,"120","Carrefour","Carrefour Market"
"44.21","15-1-324","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Cl Amenabar 2369",1,"324 - Belgrano",15,"324","Dia","Dia"
"44.22","10-3-325","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Vidal 2357",3,"Vidal 2357",10,"325","Carrefour","Carrefour Express"
"44.23","10-3-568","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Olazábal 1898",3,"Olazábal 1898",10,"568","Carrefour","Carrefour Express"
"44.24","10-3-313","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Montañeses 2267",3,"Montañeses 2267",10,"313","Carrefour","Carrefour Express"
"44.25","15-1-269","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Cl Arcos 2192",1,"269 - Belgrano",15,"269","Dia","Dia"
"44.26","12-1-47","BELGRANO",13,21504.1977744729,7932303.07379594,"Hipermercado","Amenabar 2134",1,"AMENABAR ",12,"47","Coto","Coto"
"44.27","10-2-182","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Juramento 2971",2,"Juramento",10,"182","Carrefour","Carrefour Market"
"44.28","15-1-449","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Juramento 2445",1,"449 - Belgrano",15,"449","Dia","Dia"
"44.29","10-3-426","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Montañeses 2067",3,"Montañeses 2067",10,"426","Carrefour","Carrefour Express"
"44.30","9-2-38","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Arcos Ing Antonio 1914",2,"Arcos.",9,"38","Jumbo","Disco"
"44.31","10-3-351","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Echeverría 2067",3,"Echeverría 2067",10,"351","Carrefour","Carrefour Express"
"44.32","15-1-407","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Ciudad De La Paz 1984",1,"407 - Belgrano",15,"407","Dia","Dia"
"44.33","15-1-294","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Cl Montaã±Eses 2014",1,"294 - Belgrano",15,"294","Dia","Dia"
"44.34","9-2-12","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Sucre Mrcal Antonio Jose De 1836",2,"Sucre.",9,"12","Jumbo","Disco"
"44.35","10-3-592","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Echeverría 1420",3,"Echeverría 1420",10,"592","Carrefour","Carrefour Express"
"44.36","19-1-00818","BELGRANO",13,21504.1977744729,7932303.07379594,"Estacion Servicio","Av. Figueroa Alcorta 6608 6608",1,"ECHEVERRIA",19,"00818","YPF","YPF"
"44.37","10-3-671","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Sucre 2774",3,"Sucre 2774",10,"671","Carrefour","Carrefour Express"
"44.38","10-3-320","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Sucre 2480",3,"Sucre 2480",10,"320","Carrefour","Carrefour Express"
"44.39","9-2-14","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Avenida Las Heras Gral Juan Gregorio De 3925",2,"Las Heras..",9,"14","Jumbo","Disco"
"44.40","10-3-721","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Tres De Febrero 1857",3,"Tres de Febrero 1857",10,"721","Carrefour","Carrefour Express"
"44.41","10-3-361","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Moldes 1718",3,"Moldes 1718",10,"361","Carrefour","Carrefour Express"
"44.42","10-3-716","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Castañeda 1836",3,"Castañeda 1836",10,"716","Carrefour","Carrefour Express"
"44.43","15-1-197","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Cl Jose Hernandez 2469",1,"197 - Belgrano",15,"197","Dia","Dia"
"44.44","9-2-977","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Cuba 1714",2,"SM 977 Cuba.",9,"977","Jumbo","Disco"
"44.45","3-1-599","BELGRANO",13,21504.1977744729,7932303.07379594,"Estacion Servicio","Cramer 1691",1,"VIRREY DEL PINO",3,"599","Shell","Shell"
"44.46","10-3-674","BELGRANO",13,21504.1977744729,7932303.07379594,"Autoservicio","Virrey Del Pino 2527",3,"Virrey del Pino 2527",10,"674","Carrefour","Carrefour Express"
"44.47","9-2-54","BELGRANO",13,21504.1977744729,7932303.07379594,"Supermercado","Elcano 3174",2,"Elcano.",9,"54","Jumbo","Disco"
"45","3-1-31","RECOLETA",2,21246.6117023757,6140873.29113238,"Estacion Servicio","Av. F. Alcorta 3099",1,"CENTENARIO",3,"31","Shell","Shell"
"45.1","9-2-39","RECOLETA",2,21246.6117023757,6140873.29113238,"Supermercado","Peña 3050",2,"Peña.",9,"39","Jumbo","Disco"
